sample-1-user-id,sample-2-user-id,sample-1-session-id,sample-2-session-id,sample-1-index,sample-2-index,label
2,2,1,5,475,637,1
2,2,1,5,468,666,1
2,2,3,1,533,457,1
2,2,1,5,401,644,1
2,2,3,1,562,485,1
2,2,5,3,612,587,1
2,2,5,3,595,495,1
2,2,3,1,538,452,1
2,2,5,3,607,559,1
2,2,1,5,431,627,1
2,2,5,1,685,434,1
2,2,5,1,618,455,1
2,2,3,5,555,603,1
2,2,1,5,399,614,1
2,2,5,3,629,504,1
2,2,5,3,669,566,1
2,2,3,5,585,621,1
2,2,5,1,617,488,1
2,2,3,5,496,676,1
2,2,5,3,675,576,1
2,2,3,5,546,653,1
2,2,3,1,506,405,1
2,2,3,1,557,462,1
2,2,3,5,580,691,1
2,2,1,5,452,613,1
2,2,3,1,535,461,1
2,2,1,3,446,562,1
2,2,3,1,495,405,1
2,2,5,1,633,453,1
2,2,1,3,491,524,1
2,2,1,3,424,498,1
2,2,3,5,533,662,1
2,2,3,5,533,684,1
2,2,3,1,543,437,1
2,2,1,3,433,558,1
2,2,3,1,561,425,1
2,2,3,1,534,473,1
2,2,3,1,503,444,1
2,2,3,1,579,461,1
2,2,5,1,676,397,1
2,2,1,5,429,661,1
2,2,3,5,544,615,1
2,2,1,3,419,547,1
2,2,3,1,547,492,1
2,2,5,1,672,434,1
2,2,3,1,516,483,1
2,2,3,1,533,438,1
2,2,3,5,571,668,1
2,2,1,3,417,547,1
2,2,1,3,406,508,1
2,2,1,3,484,559,1
2,2,1,5,464,601,1
2,2,3,5,511,689,1
2,2,3,5,577,691,1
2,2,3,1,498,493,1
2,2,3,5,501,599,1
2,2,1,3,408,510,1
2,2,5,1,633,486,1
2,2,1,3,466,540,1
2,2,3,5,585,627,1
2,2,3,1,574,467,1
2,2,1,5,473,598,1
2,2,5,1,614,417,1
2,2,5,1,613,406,1
2,2,1,3,426,579,1
2,2,3,1,589,494,1
2,2,1,3,399,499,1
2,2,3,5,524,603,1
2,2,3,5,585,626,1
2,2,3,5,495,624,1
2,2,5,3,638,553,1
2,2,3,5,536,647,1
2,2,1,3,441,524,1
2,2,1,5,457,602,1
2,2,1,5,421,648,1
2,2,1,5,461,686,1
2,2,1,5,398,686,1
2,2,5,3,692,541,1
2,2,1,3,473,527,1
2,2,1,3,431,573,1
2,2,1,3,399,512,1
2,2,5,3,611,510,1
2,2,1,5,425,610,1
2,2,5,1,631,486,1
2,2,5,1,691,473,1
2,2,3,5,513,602,1
2,2,3,5,586,687,1
2,2,3,5,581,598,1
2,2,5,3,596,584,1
2,2,1,3,450,564,1
2,2,1,5,428,607,1
2,2,1,3,451,580,1
2,2,3,5,537,615,1
2,2,5,3,689,586,1
2,2,3,5,564,654,1
2,2,5,1,628,480,1
2,2,5,1,682,432,1
2,2,1,3,466,576,1
2,2,3,1,549,412,1
2,2,1,5,435,598,1
2,2,3,5,559,604,1
2,2,3,1,533,488,1
2,2,3,5,499,615,1
2,2,5,1,600,486,1
2,2,3,5,509,685,1
2,2,5,1,680,448,1
2,2,3,5,540,684,1
2,2,3,1,528,486,1
2,2,3,5,537,604,1
2,2,3,1,545,443,1
2,2,1,5,477,654,1
2,2,5,1,662,409,1
2,2,3,1,517,458,1
2,2,3,5,577,606,1
2,2,1,3,400,528,1
2,2,5,1,657,421,1
2,2,3,1,555,431,1
2,2,3,5,591,632,1
2,2,3,1,562,492,1
2,2,3,5,497,635,1
2,2,5,1,673,459,1
2,2,3,5,593,613,1
2,2,3,1,583,464,1
2,2,1,5,445,617,1
2,2,3,1,499,478,1
2,2,3,1,580,485,1
2,2,3,5,517,642,1
2,2,3,5,521,628,1
2,2,1,3,397,546,1
2,2,1,5,428,595,1
2,2,1,3,424,545,1
2,2,5,1,642,478,1
2,2,5,3,682,560,1
2,2,1,5,420,639,1
2,2,5,1,673,410,1
2,2,3,1,568,440,1
2,2,5,3,606,574,1
2,2,1,3,446,510,1
2,2,5,1,664,408,1
2,2,3,1,532,440,1
2,2,1,5,471,683,1
2,2,1,3,490,525,1
2,2,5,1,595,483,1
2,2,1,5,420,617,1
2,2,1,5,482,676,1
2,2,1,3,419,578,1
2,2,1,5,422,627,1
2,2,1,3,488,496,1
2,2,1,3,455,567,1
2,2,3,1,590,494,1
2,2,5,3,605,560,1
2,2,5,3,608,586,1
2,2,5,3,607,497,1
2,2,5,3,647,500,1
2,2,1,3,466,576,1
2,2,3,5,591,644,1
2,2,1,5,406,628,1
2,2,5,3,640,539,1
2,2,1,5,492,643,1
2,2,1,5,470,658,1
2,2,1,3,488,512,1
2,2,1,3,412,532,1
2,2,3,5,591,681,1
2,2,1,3,407,570,1
2,2,3,1,584,418,1
2,2,1,3,402,551,1
2,2,3,1,518,414,1
2,2,5,3,618,580,1
2,2,1,5,436,646,1
2,2,3,1,589,474,1
2,2,5,1,659,401,1
2,2,1,3,486,505,1
2,2,3,5,587,640,1
2,2,3,1,564,413,1
2,2,5,1,692,488,1
2,2,5,3,667,546,1
2,2,1,5,459,604,1
2,2,5,3,629,573,1
2,2,3,5,562,657,1
2,2,1,3,481,517,1
2,34,3,1,578,9434,0
2,11,5,3,643,3248,0
2,7,5,3,690,1907,0
2,30,3,1,515,8399,0
2,21,3,5,499,5969,0
2,17,3,5,533,5053,0
2,27,3,3,513,7493,0
2,40,3,1,530,11412,0
2,58,5,5,640,15681,0
2,11,5,5,654,3331,0
2,46,5,1,666,12710,0
2,11,3,5,540,3328,0
2,46,3,3,593,12858,0
2,53,3,3,573,14403,0
2,30,3,3,575,8467,0
2,54,5,1,684,14587,0
2,29,3,1,514,8097,0
2,54,1,1,489,14650,0
2,17,5,5,648,5071,0
2,5,1,5,434,1561,0
2,21,5,1,681,5804,0
2,42,3,1,563,11970,0
2,42,3,1,571,11960,0
2,5,5,1,614,1383,0
2,27,5,5,657,7552,0
2,30,3,3,505,8433,0
2,21,1,3,432,5855,0
2,25,1,5,473,7123,0
2,46,1,3,402,12796,0
2,46,5,5,626,12942,0
2,7,3,3,528,1929,0
2,34,3,3,557,9591,0
2,34,3,3,534,9561,0
2,34,5,5,600,9618,0
2,43,1,1,491,12273,0
2,34,3,1,575,9429,0
2,42,1,3,467,11988,0
2,17,3,3,560,5044,0
2,17,1,1,487,4926,0
2,30,5,5,594,8594,0
2,34,3,1,533,9473,0
2,29,5,1,639,8042,0
2,27,3,3,528,7487,0
2,5,3,3,544,1453,0
2,43,3,3,542,12339,0
2,11,5,5,666,3292,0
2,27,3,3,545,7497,0
2,46,1,5,486,12935,0
2,58,5,3,645,15618,0
2,14,3,1,516,4215,0
2,39,5,5,603,11014,0
2,25,1,1,478,6920,0
2,58,3,5,519,15649,0
2,42,3,3,571,12055,0
2,52,5,1,621,14031,0
2,11,1,3,454,3243,0
2,39,3,1,567,11381,0
2,11,5,5,639,3295,0
2,7,1,3,453,1945,0
2,39,5,3,687,10912,0
2,21,1,3,428,5915,0
2,53,5,3,687,14366,0
2,53,1,3,467,14409,0
2,37,1,3,438,10406,0
2,58,5,5,629,15659,0
2,58,5,1,667,15509,0
2,30,3,3,564,8431,0
2,40,5,3,634,11570,0
2,42,5,1,655,11912,0
2,34,3,3,525,9590,0
2,58,5,1,634,15471,0
2,21,5,1,679,5778,0
2,5,3,5,497,1547,0
2,17,5,3,612,5006,0
2,21,3,5,537,6036,0
2,58,3,1,527,15514,0
2,11,3,9,575,3470,0
2,43,3,5,592,12473,0
2,5,5,5,612,1572,0
2,52,5,3,673,14074,0
2,39,3,3,564,10904,0
2,40,5,1,610,11405,0
2,40,5,3,615,11522,0
2,39,5,5,646,10994,0
2,30,3,1,551,8411,0
2,27,1,5,464,7556,0
2,11,1,9,493,3506,0
2,77,5,1,654,18567,0
2,43,1,5,485,12462,0
2,46,3,1,535,12724,0
2,5,3,3,525,1401,0
2,11,5,3,615,3176,0
2,43,5,1,673,12281,0
2,7,3,1,573,1834,0
2,40,1,3,436,11519,0
2,37,3,3,555,10433,0
2,53,3,3,510,14449,0
2,77,1,3,458,18642,0
2,30,3,5,531,8546,0
2,17,1,1,406,4878,0
2,21,3,5,545,5940,0
2,53,1,1,485,14300,0
2,54,1,5,455,14780,0
2,17,1,3,437,4986,0
2,53,5,3,685,14369,0
2,77,3,3,501,18688,0
2,58,1,1,437,15533,0
2,37,1,1,409,10334,0
2,27,1,1,464,7404,0
2,40,3,5,513,11599,0
2,14,5,3,639,4299,0
2,58,1,3,460,15550,0
2,40,5,5,647,11612,0
2,21,1,1,440,5831,0
2,17,1,5,471,5101,0
2,43,3,5,500,12415,0
2,25,3,1,505,6862,0
2,27,5,1,661,7329,0
2,39,5,7,642,11163,0
2,37,1,1,411,10381,0
2,30,1,5,490,8584,0
2,42,5,1,646,11942,0
2,21,3,5,504,5942,0
2,77,1,1,397,18566,0
2,29,3,1,547,8095,0
2,42,1,3,436,11998,0
2,37,5,1,603,10311,0
2,14,3,5,538,4410,0
2,39,3,1,510,10886,0
2,43,3,5,560,12438,0
2,77,3,3,585,18686,0
2,11,3,1,510,3159,0
2,11,1,1,453,3121,0
2,7,1,5,449,2009,0
2,14,5,1,610,4243,0
2,11,1,3,427,3187,0
2,30,3,3,572,8464,0
2,52,3,1,547,14003,0
2,21,5,3,625,5895,0
2,34,1,5,430,9695,0
2,52,5,3,598,14140,0
2,77,5,5,647,18805,0
2,40,3,3,528,11538,0
2,34,3,3,584,9513,0
2,7,5,1,682,1818,0
2,43,1,1,459,12187,0
2,39,3,5,559,11076,0
2,37,5,5,596,10555,0
2,40,1,3,398,11547,0
2,46,3,1,563,12719,0
2,37,1,5,462,10501,0
2,43,5,5,625,12407,0
2,53,5,1,662,14284,0
2,37,3,1,524,10395,0
2,30,1,1,423,8385,0
2,27,1,5,439,7591,0
2,17,5,5,627,5061,0
2,77,1,3,491,18672,0
2,17,3,1,506,4893,0
2,21,5,1,605,5811,0
2,54,1,5,467,14776,0
2,39,3,9,554,11255,0
2,37,5,5,644,10552,0
2,46,3,5,535,12916,0
2,54,3,3,561,14699,0
2,34,5,5,684,9639,0
2,42,1,1,450,11965,0
2,7,1,5,434,2022,0
2,37,3,1,570,10364,0
2,42,1,5,420,12128,0
2,40,5,1,661,11415,0
2,25,5,5,625,7041,0
2,46,1,5,487,12940,0
2,17,3,3,517,4990,0
2,29,3,3,565,8187,0
2,39,5,3,603,10978,0
2,42,3,3,563,12079,0
2,37,5,1,635,10338,0
2,25,3,3,505,6955,0
2,7,3,3,549,1932,0
2,30,5,1,638,8374,0
2,39,3,3,527,10949,0
2,30,1,5,479,8551,0
2,17,3,1,552,4874,0
2,58,1,5,431,15704,0
2,11,1,3,489,3174,0
2,34,1,1,481,9410,0
2,5,1,1,412,1315,0
2,39,1,7,458,11177,0
2,27,5,5,662,7525,0
2,46,5,5,627,12898,0
2,14,5,3,662,4345,0
2,29,5,3,676,8120,0
2,42,3,1,589,11959,0
2,58,1,5,444,15733,0
2,5,5,1,639,1306,0
2,27,3,5,582,7573,0
2,30,3,1,499,8354,0
2,29,3,1,588,8031,0
2,46,3,5,507,12907,0
2,77,5,1,625,18541,0
2,14,5,1,664,4171,0
2,40,1,1,398,11448,0
2,52,3,3,590,14111,0
2,29,3,3,520,8163,0
2,54,5,1,658,14559,0
2,27,3,5,588,7535,0
2,54,1,3,413,14676,0
2,52,3,3,582,14103,0
2,29,1,3,468,8145,0
2,29,3,1,586,8069,0
2,29,1,3,453,8195,0
2,30,5,5,603,8571,0
2,37,1,3,473,10471,0
2,43,1,3,456,12338,0
2,58,5,1,607,15526,0
2,53,3,1,502,14352,0
2,17,5,1,597,4883,0
2,40,3,1,498,11455,0
2,46,1,3,445,12805,0
2,77,1,1,486,18591,0
2,54,1,3,457,14725,0
2,54,5,1,664,14567,0
2,29,3,5,501,8286,0
2,43,3,1,518,12279,0
2,30,1,3,413,8423,0
2,77,3,3,518,18678,0
2,27,5,1,613,7384,0
2,77,1,1,403,18581,0
2,77,1,3,439,18674,0
2,54,1,3,471,14699,0
2,30,3,5,589,8577,0
2,52,5,1,600,14019,0
2,25,1,3,403,7020,0
2,17,1,3,441,5048,0
2,14,3,5,561,4427,0
2,52,3,1,548,14041,0
2,11,1,5,425,3281,0
2,21,1,1,427,5809,0
2,27,1,5,458,7536,0
2,11,3,7,499,3452,0
2,58,3,1,508,15462,0
2,53,1,3,411,14378,0
2,7,5,3,607,1930,0
2,54,3,3,559,14756,0
2,30,5,1,635,8370,0
2,25,3,1,505,6904,0
2,58,3,3,497,15554,0
2,54,5,5,626,14833,0
2,40,3,5,532,11639,0
2,7,5,1,630,1873,0
2,27,5,1,671,7397,0
2,77,3,3,498,18671,0
2,34,3,1,507,9477,0
2,17,5,5,679,5083,0
2,58,5,5,663,15683,0
2,29,5,3,680,8215,0
2,11,1,7,473,3442,0
2,14,1,5,488,4385,0
2,53,5,5,618,14536,0
2,53,5,1,669,14325,0
2,52,5,5,653,14236,0
2,29,1,1,449,8104,0
2,21,3,1,512,5780,0
2,46,3,5,496,12886,0
2,21,1,5,409,5964,0
2,37,5,5,650,10540,0
2,43,5,5,649,12415,0
2,77,3,1,568,18606,0
2,54,5,5,656,14784,0
2,21,1,1,421,5829,0
2,52,1,3,478,14149,0
2,7,5,3,623,1944,0
2,54,3,1,508,14643,0
2,40,5,1,618,11484,0
2,27,3,3,538,7463,0
2,58,1,1,487,15532,0
2,14,3,1,517,4160,0
2,37,3,3,514,10436,0
2,27,5,3,660,7468,0
2,54,1,3,453,14743,0
2,29,5,3,651,8139,0
2,14,5,3,635,4342,0
2,54,3,1,584,14636,0
2,37,1,3,481,10435,0
2,17,5,5,608,5117,0
2,53,5,1,628,14343,0
2,52,3,5,508,14256,0
2,7,3,5,562,2037,0
2,34,5,3,635,9557,0
2,27,5,3,661,7518,0
2,46,5,5,643,12925,0
2,27,1,5,401,7568,0
2,43,5,1,627,12216,0
2,43,5,1,623,12197,0
2,39,5,5,617,11047,0
2,27,5,1,692,7329,0
2,7,5,1,600,1825,0
2,77,5,5,661,18776,0
2,30,5,3,652,8450,0
2,77,5,1,692,18588,0
2,42,1,5,487,12125,0
2,40,5,3,667,11494,0
2,21,1,1,464,5754,0
2,54,5,5,616,14816,0
2,7,5,1,613,1870,0
2,58,1,5,462,15726,0
2,46,1,5,494,12945,0
2,25,1,3,461,6997,0
2,40,3,3,526,11559,0
2,17,1,3,419,5029,0
2,42,1,5,445,12086,0
2,40,3,1,515,11408,0
2,53,3,1,513,14262,0
2,52,1,5,474,14243,0
2,54,5,5,659,14838,0
2,58,5,1,685,15499,0
2,42,1,3,462,12034,0
2,40,3,3,567,11552,0
2,43,3,5,555,12407,0
2,37,3,1,525,10328,0
2,53,3,1,590,14268,0
2,27,3,1,523,7372,0
2,34,1,1,420,9461,0
2,30,3,5,540,8516,0
2,58,3,5,584,15734,0
2,53,1,1,451,14350,0
2,7,1,5,494,2019,0
2,42,3,3,566,11996,0
2,52,5,1,594,14003,0
2,40,5,5,656,11669,0
2,53,1,3,427,14434,0
2,5,5,9,646,1695,0
2,39,3,7,498,11152,0
2,40,3,3,550,11574,0
2,58,1,1,467,15502,0
2,30,3,1,519,8321,0
2,58,5,5,607,15720,0
2,14,5,3,687,4345,0
2,5,3,5,573,1521,0
2,40,3,1,556,11425,0
2,21,5,5,674,6004,0
2,43,3,5,513,12417,0
2,29,5,5,666,8255,0
2,53,3,3,590,14411,0
2,46,3,5,550,12886,0
2,43,5,1,685,12219,0
2,29,5,3,624,8162,0
2,53,5,3,623,14362,0
2,52,1,5,402,14255,0
2,5,1,9,460,1760,0
2,25,5,5,596,7099,0
2,29,3,5,579,8285,0
2,11,5,5,663,3339,0
2,46,1,1,441,12765,0
2,39,1,1,440,11332,0
2,58,1,3,480,15551,0
2,42,5,3,661,12073,0
2,7,5,1,598,1786,0
2,53,3,5,555,14526,0
2,25,3,5,512,7123,0
2,14,3,5,582,4408,0
2,14,3,5,509,4434,0
2,34,1,1,443,9419,0
2,37,5,1,649,10387,0
2,39,1,9,486,11248,0
2,25,1,5,402,7098,0
2,11,3,5,532,3326,0
2,30,1,3,465,8492,0
2,25,3,3,580,6946,0
2,34,5,1,664,9441,0
2,7,5,1,603,1853,0
2,5,3,5,517,1500,0
2,58,1,3,401,15642,0
2,40,5,1,620,11483,0
2,52,5,5,613,14253,0
2,37,3,5,558,10498,0
2,40,1,1,398,11453,0
2,43,1,3,478,12328,0
2,39,1,9,427,11270,0
2,14,3,1,575,4192,0
2,46,5,1,683,12733,0
2,52,5,3,690,14077,0
2,46,1,5,490,12880,0
2,43,3,1,565,12196,0
2,53,5,3,623,14435,0
2,42,3,5,549,12101,0
2,53,3,5,530,14464,0
2,27,3,1,557,7385,0
2,7,5,5,618,2072,0
2,5,1,5,490,1555,0
2,30,5,1,661,8337,0
2,39,5,3,688,10937,0
2,27,3,1,528,7395,0
2,46,1,5,478,12922,0
2,40,1,1,442,11419,0
2,52,1,1,477,13989,0
2,43,1,1,443,12268,0
2,7,5,1,691,1875,0
2,42,3,5,499,12089,0
2,43,1,3,449,12357,0
2,46,5,1,610,12750,0
2,25,1,3,433,6986,0
2,21,5,3,690,5888,0
2,40,3,1,547,11447,0
2,29,5,1,664,8080,0
2,21,3,1,559,5801,0
2,14,1,5,402,4399,0
2,30,5,1,664,8316,0
2,77,3,3,497,18688,0
2,43,1,5,407,12479,0
2,39,1,3,453,10959,0
2,21,3,5,579,5945,0
2,46,3,1,524,12679,0
2,11,3,7,549,3447,0
2,21,1,1,398,5797,0
2,39,3,3,549,10988,0
2,46,1,3,398,12816,0
2,53,5,5,691,14481,0
2,52,5,3,678,14132,0
2,11,3,3,583,3209,0
2,53,1,3,410,14432,0
2,37,5,5,687,10536,0
2,5,5,7,641,1601,0
2,40,3,1,525,11463,0
2,14,5,5,620,4410,0
2,34,5,1,651,9446,0
2,37,1,5,451,10509,0
2,14,5,5,638,4366,0
2,27,3,5,552,7603,0
2,53,5,5,691,14519,0
2,14,1,3,433,4337,0
2,46,5,3,668,12815,0
2,40,1,3,409,11511,0
2,52,5,5,607,14204,0
2,53,5,1,610,14266,0
2,17,1,3,474,4992,0
2,14,3,1,515,4201,0
2,30,1,3,402,8454,0
2,43,3,1,508,12218,0
2,43,5,3,651,12312,0
2,42,3,5,518,12108,0
2,11,3,1,500,3125,0
2,30,3,3,510,8418,0
2,25,3,1,577,6856,0
2,21,3,1,572,5751,0
2,14,5,1,601,4164,0
2,7,5,1,652,1824,0
2,7,3,3,521,1928,0
2,25,3,1,497,6855,0
2,58,3,5,566,15672,0
2,21,5,5,648,5969,0
2,11,1,3,466,3238,0
2,39,1,9,494,11246,0
2,17,1,1,471,4921,0
2,37,1,3,406,10463,0
2,27,5,5,602,7573,0
2,7,3,5,564,2053,0
2,54,3,5,575,14813,0
